mkoa,wilaya,shule,type,sex
Geita,Nyang’hwale,KAFITA,ward,mixture
Geita,Nyang’hwale,KAKORA,ward,mixture
Geita,Nyang’hwale,MSALALA,ward,mixture
Geita,Nyang’hwale,MWINGIRO,ward,mixture
Geita,Nyang’hwale,NYANGHWALE,ward,mixture
Geita,Nyang’hwale,NYIJUNDU,ward,mixture
Geita,Nyang’hwale,NYUGWA,ward,mixture
Geita,Nyang’hwale,SHABAKA,ward,mixture
Iringa,Iringa,DIMITRIOS,ward,mixture
Iringa,Iringa,FURAHIA,ward,mixture
Iringa,Iringa,IDODI,ward,mixture
Iringa,Iringa,IFUNDA GIRLS,special,female
Iringa,Iringa,IFUNDA TECH,technical,mixture
Iringa,Iringa,ILAMBILOLE,ward,mixture
Iringa,Iringa,ISIMILA,ward,mixture
Iringa,Iringa,ISMANI,ward,mixture
Iringa,Iringa,KALENGA,ward,mixture
Iringa,Iringa,KIDAMALI,ward,mixture
Iringa,Iringa,KIMAIGA,ward,mixture
Iringa,Iringa,KIPONZELO,ward,mixture
Iringa,Iringa,KIWELE,ward,mixture
Iringa,Iringa,LIPULI,ward,mixture
Iringa,Iringa,LUHOTA,ward,mixture
Iringa,Iringa,LUMULI,ward,mixture
Iringa,Iringa,LYANDEMBELA,ward,mixture
Iringa,Iringa,LYASA,ward,mixture
Iringa,Iringa,MGAMA,ward,mixture
Iringa,Iringa,MLOWA,ward,mixture
Iringa,Iringa,MSEKE,ward,mixture
Iringa,Iringa,MUHWANA,ward,mixture
Iringa,Iringa,NYANGORO,ward,mixture
Iringa,Iringa,NYERERE MIGOLI,ward,mixture
Iringa,Iringa,PAWAGA,ward,mixture
Iringa,Iringa,TOSAMAGANGA,ward,mixture
Iringa,Iringa,WASA,ward,mixture
Iringa,Iringa,WILLIAM LUKUVI,ward,mixture
Iringa,Iringa cbd,IPOGOLO,ward,mixture
Iringa,Iringa cbd,IRINGA GIRLS,special,female
Iringa,Iringa cbd,KIHESA,ward,mixture
Iringa,Iringa cbd,KLERRUU MAZOEZI,ward,mixture
Iringa,Iringa cbd,KWAKILOSA,ward,mixture
Iringa,Iringa cbd,LUGALO,ward,mixture
Iringa,Iringa cbd,MAWELEWELE,ward,mixture
Iringa,Iringa cbd,MIYOMBONI,ward,mixture
Iringa,Iringa cbd,MKWAWA,ward,mixture
Iringa,Iringa cbd,MLAMKE,ward,mixture
Iringa,Iringa cbd,MLANDEGE,ward,mixture
Iringa,Iringa cbd,MTWIVILA,ward,mixture
Iringa,Iringa cbd,NDULI,ward,mixture
Iringa,Iringa cbd,TAGAMENDA,ward,mixture
Iringa,Kilolo,DABAGA,ward,mixture
Iringa,Kilolo,IBUMU,ward,mixture
Iringa,Kilolo,ILULA,ward,mixture
Iringa,Kilolo,IPETA,ward,mixture
Iringa,Kilolo,IROLE,ward,mixture
Iringa,Kilolo,KIHEKA,ward,mixture
Iringa,Kilolo,KILOLO,ward,mixture
Iringa,Kilolo,KITOWO,ward,mixture
Iringa,Kilolo,LUKOSI,ward,mixture
Iringa,Kilolo,LULANZI,ward,mixture
Iringa,Kilolo,LUNDAMATWE,ward,mixture
Iringa,Kilolo,MADEGE,ward,mixture
Iringa,Kilolo,MAKWEMA,ward,mixture
Iringa,Kilolo,MASISIWE,ward,mixture
Iringa,Kilolo,MAWAMBALA,ward,mixture
Iringa,Kilolo,MAZOMBE,ward,mixture
Iringa,Kilolo,MLAFU,ward,mixture
Iringa,Kilolo,MTITU,ward,mixture
Iringa,Kilolo,NGANGWE,ward,mixture
Iringa,Kilolo,NYALUMBU,ward,mixture
Iringa,Kilolo,NYANZWA,ward,mixture
Iringa,Kilolo,SELEBU,ward,mixture
Iringa,Kilolo,UDEKWA,ward,mixture
Iringa,Kilolo,UDZUNGWA,ward,mixture
Iringa,Kilolo,UHAMBINGETO,ward,mixture
Iringa,Kilolo,UKWEGA,ward,mixture
Iringa,Mufindi,BUMILAYINGA,ward,mixture
Iringa,Mufindi,CHANGARAWE,ward,mixture
Iringa,Mufindi,IHONGOLE,ward,mixture
Iringa,Mufindi,ISALAVANU,ward,mixture
Iringa,Mufindi,J J MUNGAI,ward,mixture
Iringa,Mufindi,KINYANAMBO,ward,mixture
Iringa,Mufindi,LUGANGA,ward,mixture
Iringa,Mufindi,MNYIGUMBA,ward,mixture
Iringa,Mufindi,IDETERO,ward,mixture
Iringa,Mufindi,IDUNDA,ward,mixture
Iringa,Mufindi,IFWAGI,ward,mixture
Iringa,Mufindi,IGOMBAVANU,ward,mixture
Iringa,Mufindi,IGOWOLE,ward,mixture
Iringa,Mufindi,IHALIMBA,ward,mixture
Iringa,Mufindi,IHANU,ward,mixture
Iringa,Mufindi,IHOWANZA,ward,mixture
Iringa,Mufindi,ILOGOMBE,ward,mixture
Iringa,Mufindi,ILONGO,ward,mixture
Iringa,Mufindi,ITANDULA,ward,mixture
Iringa,Mufindi,ITENGULE,ward,mixture
Iringa,Mufindi,ITONA,ward,mixture
Iringa,Mufindi,KASANGA,ward,mixture
Iringa,Mufindi,KIBAO,ward,mixture
Iringa,Mufindi,KIBENGU,ward,mixture
Iringa,Mufindi,KIHANSI,ward,mixture
Iringa,Mufindi,KINGEGE,ward,mixture
Iringa,Mufindi,KIYOWELA,ward,mixture
Iringa,Mufindi,LUHUNGA,ward,mixture
Iringa,Mufindi,MADUMA,ward,mixture
Iringa,Mufindi,MAKUNGU,ward,mixture
Iringa,Mufindi,MALANGALI,ward,mixture
Iringa,Mufindi,MBALAMAZIWA,ward,mixture
Iringa,Mufindi,MDABULO,ward,mixture
Iringa,Mufindi,MGALO,ward,mixture
Iringa,Mufindi,MGOLOLO,ward,mixture
Iringa,Mufindi,MKALALA,ward,mixture
Iringa,Mufindi,MNINGA,ward,mixture
Iringa,Mufindi,MTAMBULA,ward,mixture
Iringa,Mufindi,NYOLOLO,ward,mixture
Iringa,Mufindi,NZIVI,ward,mixture
Iringa,Mufindi,SADANI,ward,mixture
Kagera,Biharamulo,BIHARAMULO,ward,mixture
Kagera,Biharamulo,BISIBO,ward,mixture
Kagera,Biharamulo,BIZIMYA,ward,mixture
Kagera,Biharamulo,KAGANGO,ward,mixture
Kagera,Biharamulo,KALENGE DAY,ward,mixture
Kagera,Biharamulo,KATAHOKA,ward,mixture
Kagera,Biharamulo,LUSHAUNGA,ward,mixture
Kagera,Biharamulo,MUBABA,ward,mixture
Kagera,Biharamulo,NEMBA,ward,mixture
Kagera,Biharamulo,NYABUSOZI,ward,mixture
Kagera,Biharamulo,NYAKAHURA,ward,mixture
Kagera,Biharamulo,NYAMAHANGA,ward,mixture
Kagera,Biharamulo,NYAMIGOGO,ward,mixture
Kagera,Biharamulo,NYANTAKARA,ward,mixture
Kagera,Biharamulo,RUBONDO,ward,mixture
Kagera,Biharamulo,RUNAZI,ward,mixture
Kagera,Biharamulo,RUZIBA,ward,mixture
Kagera,Biharamulo,RWAGATI,ward,mixture
Kagera,Bukoba,BUJUGO,ward,mixture
Kagera,Bukoba,BUJUNANGOMA,ward,mixture
Kagera,Bukoba,BUKARA,ward,mixture
Kagera,Bukoba,BUSILIKYA,ward,mixture
Kagera,Bukoba,BUTULAGE,ward,mixture
Kagera,Bukoba,IZIMBYA,ward,mixture
Kagera,Bukoba,KAAGYA,ward,mixture
Kagera,Bukoba,KABALE,ward,mixture
Kagera,Bukoba,KABUGARO,ward,mixture
Kagera,Bukoba,KAIBANJA,ward,mixture
Kagera,Bukoba,KALEMA,ward,mixture
Kagera,Bukoba,KARABAGAINE,ward,mixture
Kagera,Bukoba,KARAMAGI,ward,mixture
Kagera,Bukoba,KASHOZI,ward,mixture
Kagera,Bukoba,KATALE,ward,mixture
Kagera,Bukoba,KATOMA,ward,mixture
Kagera,Bukoba,KATORO DAY,ward,mixture
Kagera,Bukoba,KEMONDO,ward,mixture
Kagera,Bukoba,KIBIRIZI,ward,mixture
Kagera,Bukoba,KIKOMELO,ward,mixture
Kagera,Bukoba,KISHOGO,ward,mixture
Kagera,Bukoba,KYAMULAILE,ward,mixture
Kagera,Bukoba,LYAMAHORO,ward,mixture
Kagera,Bukoba,MARUKU,ward,mixture
Kagera,Bukoba,MWEMAGE,ward,mixture
Kagera,Bukoba,NYAKATO,ward,mixture
Kagera,Bukoba,NYAKIBIMBILI,ward,mixture
Kagera,Bukoba,RUBALE,ward,mixture
Kagera,Bukoba,RUHUNGA,ward,mixture
Kagera,Bukoba,TUNAMKUMBUKA,ward,mixture
Kagera,Bukoba cbd,BAKOBA,ward,mixture
Kagera,Bukoba cbd,BILELE,ward,mixture
Kagera,Bukoba cbd,BUHEMBE,ward,mixture
Kagera,Bukoba cbd,BUKOBA,ward,mixture
Kagera,Bukoba cbd,HAMUGEMBE,ward,mixture
Kagera,Bukoba cbd,IHUNGO,ward,mixture
Kagera,Bukoba cbd,IJUGANYONDO,ward,mixture
Kagera,Bukoba cbd,KAGEMU,ward,mixture
Kagera,Bukoba cbd,KAHORORO,ward,mixture
Kagera,Bukoba cbd,KASHAI,ward,mixture
Kagera,Bukoba cbd,KIBETA,ward,mixture
Kagera,Bukoba cbd,MUGEZA,ward,mixture
Kagera,Bukoba cbd,NSHAMBYA,ward,mixture
Kagera,Bukoba cbd,NYANGA,ward,mixture
Kagera,Bukoba cbd,OMUMWANI,ward,mixture
Kagera,Bukoba cbd,RUGAMBWA,special,female
Kagera,Bukoba cbd,RUMULI,ward,mixture
Kagera,Bukoba cbd,RUTUNGA,ward,mixture
Kagera,Bukoba cbd,RWAMISHENYE,ward,mixture
Kagera,Bukoba cbd,RWAZI,ward,mixture
Kagera,Karagwe,BUGENE,ward,mixture
Kagera,Karagwe,CHABALISA,ward,mixture
Kagera,Karagwe,CHAKARURU,ward,mixture
Kagera,Karagwe,IGURWA,ward,mixture
Kagera,Karagwe,IHEMBE,ward,mixture
Kagera,Karagwe,KAWELA,ward,mixture
Kagera,Karagwe,KAYANGA,ward,mixture
Kagera,Karagwe,KIHANGA,ward,mixture
Kagera,Karagwe,KIRURUMA,ward,mixture
Kagera,Karagwe,KITUNTU,ward,mixture
Kagera,Karagwe,NDAMA,ward,mixture
Kagera,Karagwe,NONO,ward,mixture
Kagera,Karagwe,NYABIYONZA,ward,mixture
Kagera,Karagwe,NYAKAHANGA,ward,mixture
Kagera,Karagwe,NYAKASIMBI,ward,mixture
Kagera,Karagwe,RUGU,ward,mixture
Kagera,Karagwe,RUHINDA,ward,mixture
Kagera,Karagwe,RUICHO,ward,mixture
Kagera,Karagwe,RWAMBAIZI,ward,mixture
Kagera,Kyerwa,BUGOMORA,ward,mixture
Kagera,Kyerwa,BUSINDE,ward,mixture
Kagera,Kyerwa,CHANYANGABWA,ward,mixture
Kagera,Kyerwa,CHITWE,ward,mixture
Kagera,Kyerwa,IBANDA,ward,mixture
Kagera,Kyerwa,ISINGIRO,ward,mixture
Kagera,Kyerwa,KAMULI,ward,mixture
Kagera,Kyerwa,KIMULI,ward,mixture
Kagera,Kyerwa,KITWECHENKURA,ward,mixture
Kagera,Kyerwa,KYERWA,ward,mixture
Kagera,Kyerwa,MABIRA,ward,mixture
Kagera,Kyerwa,MUKIRE,ward,mixture
Kagera,Kyerwa,MURONGO,ward,mixture
Kagera,Kyerwa,NAKAKE,ward,mixture
Kagera,Kyerwa,NKWENDA,ward,mixture
Kagera,Kyerwa,NTARE,ward,mixture
Kagera,Kyerwa,NYABISHENGE,ward,mixture
Kagera,Kyerwa,NYAMILIMA,ward,mixture
Kagera,Kyerwa,NYAMIYAGA,ward,mixture
Kagera,Kyerwa,RUKURAIJO,ward,mixture
Kagera,Kyerwa,SONGAMBELE,ward,mixture
Kagera,Missenyi,BUGANDIKA,ward,mixture
Kagera,Missenyi,BUNAZI,ward,mixture
Kagera,Missenyi,BUYANGO,ward,mixture
Kagera,Missenyi,BWABUKI,ward,mixture
Kagera,Missenyi,BWANJAI,ward,mixture
Kagera,Missenyi,GABULANGA,ward,mixture
Kagera,Missenyi,GERA,ward,mixture
Kagera,Missenyi,KAGERA,ward,mixture
Kagera,Missenyi,KAKUNYU,ward,mixture
Kagera,Missenyi,KASHENYE,ward,mixture
Kagera,Missenyi,KIGARAMA,ward,mixture
Kagera,Missenyi,KIKUKWE,ward,mixture
Kagera,Missenyi,KILIMILILE,ward,mixture
Kagera,Missenyi,KYAKA,ward,mixture
Kagera,Missenyi,LUGOYE,ward,mixture
Kagera,Missenyi,MABALE,ward,mixture
Kagera,Missenyi,MINZIRO,ward,mixture
Kagera,Missenyi,MUTUKULA,ward,mixture
Kagera,Missenyi,NKENGE,ward,mixture
Kagera,Missenyi,NSUNGA,ward,mixture
Kagera,Missenyi,RUZINGA,ward,mixture
Kagera,Missenyi,RWEMONDO,ward,mixture
Kagera,Muleba,ANNA TIBAIJUKA,ward,mixture
Kagera,Muleba,BIIRABO,ward,mixture
Kagera,Muleba,BUJUMBA,ward,mixture
Kagera,Muleba,BULYAKASHAJU,ward,mixture
Kagera,Muleba,BUMBIRE,ward,mixture
Kagera,Muleba,BUNYAGONGO,ward,mixture
Kagera,Muleba,BUREZA,ward,mixture
Kagera,Muleba,BURUNGURA,ward,mixture
Kagera,Muleba,GWANSELI,ward,mixture
Kagera,Muleba,IBUGA,ward,mixture
Kagera,Muleba,IJUMBI,ward,mixture
Kagera,Muleba,IKONDO,ward,mixture
Kagera,Muleba,ITONGO,ward,mixture
Kagera,Muleba,IZIGO,ward,mixture
Kagera,Muleba,JOYCE NDALICHAKO,ward,mixture
Kagera,Muleba,KABIRIZI,ward,mixture
Kagera,Muleba,KAGOMA,ward,mixture
Kagera,Muleba,KAGONDO,ward,mixture
Kagera,Muleba,KAIGARA,ward,mixture
Kagera,Muleba,KAMACHUMU,ward,mixture
Kagera,Muleba,KANYERANYERE,ward,mixture
Kagera,Muleba,KARAMBI,ward,mixture
Kagera,Muleba,KASHARUNGA,ward,mixture
Kagera,Muleba,KIBANGA,ward,mixture
Kagera,Muleba,KIHUMULO,ward,mixture
Kagera,Muleba,KIMWANI,ward,mixture
Kagera,Muleba,KISHANDA,ward,mixture
Kagera,Muleba,KISHOJU,ward,mixture
Kagera,Muleba,MAYONDWE,ward,mixture
Kagera,Muleba,MUBUKA,ward,mixture
Kagera,Muleba,NGENGE,ward,mixture
Kagera,Muleba,NSHAMBA,ward,mixture
Kagera,Muleba,NYAILIGAMBA,ward,mixture
Kagera,Muleba,NYAKABANGO,ward,mixture
Kagera,Muleba,NYAKATANGA,ward,mixture
Kagera,Muleba,RUHANGA,ward,mixture
Kagera,Muleba,RUKINDO,ward,mixture
Kagera,Muleba,RULONGO,ward,mixture
Kagera,Muleba,RUTABO,ward,mixture
Kagera,Ngara,BUKIRIRO,ward,mixture
Kagera,Ngara,KABANGA,ward,mixture
Kagera,Ngara,KANAZI,ward,mixture
Kagera,Ngara,KEZA,ward,mixture
Kagera,Ngara,KIBIMBA,ward,mixture
Kagera,Ngara,KIBOGORA,ward,mixture
Kagera,Ngara,KIRUSHYA,ward,mixture
Kagera,Ngara,LUKOLE,ward,mixture
Kagera,Ngara,MABAWE,ward,mixture
Kagera,Ngara,MUGANZA,ward,mixture
Kagera,Ngara,MUGOMA,ward,mixture
Kagera,Ngara,MURGWANZA,ward,mixture
Kagera,Ngara,MURUSAGAMBA,ward,mixture
Kagera,Ngara,MURUVYAGIRA,ward,mixture
Kagera,Ngara,MUYENZI,ward,mixture
Kagera,Ngara,NDOMBA,ward,mixture
Kagera,Ngara,NGARA,ward,mixture
Kagera,Ngara,NGARA HIGH,ward,mixture
Kagera,Ngara,NTOBEYE,ward,mixture
Kagera,Ngara,NYABISINDU,ward,mixture
Kagera,Ngara,NYAKISASA,ward,mixture
Kagera,Ngara,NYAMIAGA,ward,mixture
Kagera,Ngara,RUSUMO,ward,mixture
Kagera,Ngara,RUSUMO B,ward,mixture
Kagera,Ngara,SHUNGA,ward,mixture
Katavi,Mlele,ILELA,ward,mixture
Katavi,Mlele,INYONGA,ward,mixture
Katavi,Mlele,UTENDE,ward,mixture
Katavi,Mpanda -cbd,BULAMATA,ward,mixture
Katavi,Mpanda -cbd,IKOLA,ward,mixture
Katavi,Mpanda -cbd,ILANDAMILUMBA,ward,mixture
Katavi,Mpanda -cbd,ILANGU,ward,mixture
Katavi,Mpanda -cbd,KABUNGU,ward,mixture
Katavi,Mpanda -cbd,KAREMA,ward,mixture
Katavi,Mpanda -cbd,MAZWE,ward,mixture
Katavi,Mpanda -cbd,MISHAMO,ward,mixture
Katavi,Mpanda -cbd,MPANDANDOGO,ward,mixture
Katavi,Mpanda -cbd,MWESE,ward,mixture
Katavi,Mpanda -cbd,SIBWESA,ward,mixture
Katavi,Mpanda -cbd,KASHAULILI,ward,mixture
Katavi,Mpanda -cbd,KASIMBA,ward,mixture
Katavi,Mpanda -cbd,KASOKOLA,ward,mixture
Katavi,Mpanda -cbd,MAGAMBA,ward,mixture
Katavi,Mpanda -cbd,MISUNKUMILO,ward,mixture
Katavi,Mpanda -cbd,MPANDA GIRLS,special,female
Katavi,Mpanda -cbd,MWANGAZA,ward,mixture
Katavi,Mpanda -cbd,NSEMULWA,ward,mixture
Katavi,Mpanda -cbd,RUNGWA,ward,mixture
Katavi,Mpanda -cbd,SHANWE,ward,mixture
Katavi,Tanganyika,MAJIMOTO,ward,mixture
Katavi,Tanganyika,MAMBA,ward,mixture
Katavi,Tanganyika,MBEDE,ward,mixture
Katavi,Tanganyika,MIZENGO PINDA,ward,mixture
Katavi,Tanganyika,USEVYA,ward,mixture
Katavi,Tanganyika,KANOGE,ward,mixture
Katavi,Tanganyika,KATUMBA,ward,mixture
Katavi,Tanganyika,KENSWA,ward,mixture
Katavi,Tanganyika,MACHIMBONI,ward,mixture
Katavi,Tanganyika,MTAPENDA,ward,mixture
Katavi,Tanganyika,NSIMBO,ward,mixture
Katavi,Tanganyika,SITALIKE,ward,mixture
Kigoma,Buhigwe,BUHA,ward,mixture
Kigoma,Buhigwe,BUYENZI,ward,mixture
Kigoma,Buhigwe,BWAFUMBA,ward,mixture
Kigoma,Buhigwe,JANDA,ward,mixture
Kigoma,Buhigwe,KAHUNGA,ward,mixture
Kigoma,Buhigwe,KIBWIGWA,ward,mixture
Kigoma,Buhigwe,MANYOVU,ward,mixture
Kigoma,Buhigwe,MKATANGA,ward,mixture
Kigoma,Buhigwe,MKOZA,ward,mixture
Kigoma,Buhigwe,MUHARULO,ward,mixture
Kigoma,Buhigwe,MUHINDA,ward,mixture
Kigoma,Buhigwe,MUNANILA,ward,mixture
Kigoma,Buhigwe,MUNZEZE,ward,mixture
Kigoma,Buhigwe,MUYAMA,ward,mixture
Kigoma,Buhigwe,NYAKIMUE,ward,mixture
Kigoma,Buhigwe,NYAMILAMBO,ward,mixture
Kigoma,Buhigwe,NYARUBOZA,ward,mixture
Kigoma,Buhigwe,RUSABA,ward,mixture
Kigoma,Buhigwe,YANZA,ward,mixture
Kigoma,Kakonko,BUYUNGU,ward,mixture
Kigoma,Kakonko,GWANUMPU,ward,mixture
Kigoma,Kakonko,KAKONKO,ward,mixture
Kigoma,Kakonko,KANYONZA,ward,mixture
Kigoma,Kakonko,KASANDA,ward,mixture
Kigoma,Kakonko,KASHOZA,ward,mixture
Kigoma,Kakonko,MUGUNZU,ward,mixture
Kigoma,Kakonko,MUHANGE,ward,mixture
Kigoma,Kakonko,NYAMTUKUZA,ward,mixture
Kigoma,Kakonko,RUGENGE,ward,mixture
Kigoma,Kakonko,SHUHUDIA,ward,mixture
Kigoma,Kasulu,ASANTE NYERERE,ward,mixture
Kigoma,Kasulu,KABAGWE,ward,mixture
Kigoma,Kasulu,KASANGEZI,ward,mixture
Kigoma,Kasulu,KIHENYA,ward,mixture
Kigoma,Kasulu,KIMENYI,ward,mixture
Kigoma,Kasulu,KIMWANYA,ward,mixture
Kigoma,Kasulu,KINYAKA,ward,mixture
Kigoma,Kasulu,KITANGA,ward,mixture
Kigoma,Kasulu,KURUNYEMI,ward,mixture
Kigoma,Kasulu,MAKERE,ward,mixture
Kigoma,Kasulu,MOYOVOZI,ward,mixture
Kigoma,Kasulu,NKUNDUTSI,ward,mixture
Kigoma,Kasulu,NTAMYA,ward,mixture
Kigoma,Kasulu,NYAKITONTO,ward,mixture
Kigoma,Kasulu,RUNGWE MPYA,ward,mixture
Kigoma,Kasulu,RUSESA,ward,mixture
Kigoma,Kasulu,TITYE,ward,mixture
Kigoma,Kasulu,ZEZE,ward,mixture
Kigoma,Kasulu,BOGWE,ward,mixture
Kigoma,Kasulu,HWAZI,ward,mixture
Kigoma,Kasulu,KASANGE,ward,mixture
Kigoma,Kasulu,KIGODYA,ward,mixture
Kigoma,Kasulu,KIGOMA GRAND,ward,mixture
Kigoma,Kasulu,KINKATI,ward,mixture
Kigoma,Kasulu,MUBONDO,ward,mixture
Kigoma,Kasulu,MUHUNGA,ward,mixture
Kigoma,Kasulu,MUKA,ward,mixture
Kigoma,Kasulu,MURUBONA,ward,mixture
Kigoma,Kasulu,MURUFITI,ward,mixture
Kigoma,Kasulu,MWIBUYE,ward,mixture
Kigoma,Kasulu,NYANSHA,ward,mixture
Kigoma,Kasulu,NYUMBIGWA,ward,mixture
Kigoma,Kibondo,BITURANA,ward,mixture
Kigoma,Kibondo,BUSAGARA,ward,mixture
Kigoma,Kibondo,BUSAMI,ward,mixture
Kigoma,Kibondo,ITABA,ward,mixture
Kigoma,Kibondo,KIBONDO,ward,mixture
Kigoma,Kibondo,KUMGOGO,ward,mixture
Kigoma,Kibondo,KUMWAMBU,ward,mixture
Kigoma,Kibondo,MALAGARASI,ward,mixture
Kigoma,Kibondo,MIGEZI,ward,mixture
Kigoma,Kibondo,MISEZERO,ward,mixture
Kigoma,Kibondo,MKUGWA,ward,mixture
Kigoma,Kibondo,MOUNT SAMBA,ward,mixture
Kigoma,Kibondo,MOYOWOSI,ward,mixture
Kigoma,Kibondo,MUGOMBE,ward,mixture
Kigoma,Kibondo,MURAMBA,ward,mixture
Kigoma,Kibondo,MURUNGU,ward,mixture
Kigoma,Kibondo,RUBANGA,ward,mixture
Kigoma,Kigoma,AMAHORO,ward,mixture
Kigoma,Kigoma,BITALE,ward,mixture
Kigoma,Kigoma,BUGAMBA,ward,mixture
Kigoma,Kigoma,KAGONGO,ward,mixture
Kigoma,Kigoma,KALINZI,ward,mixture
Kigoma,Kigoma,KASEKE,ward,mixture
Kigoma,Kigoma,KIDAHWE,ward,mixture
Kigoma,Kigoma,LUICHE,ward,mixture
Kigoma,Kigoma,MATYAZO,ward,mixture
Kigoma,Kigoma,MGAWA,ward,mixture
Kigoma,Kigoma,MKABOGO,ward,mixture
Kigoma,Kigoma,MKIGO,ward,mixture
Kigoma,Kigoma,MKONGORO,ward,mixture
Kigoma,Kigoma,MKUTI,ward,mixture
Kigoma,Kigoma,MUNGONYA,ward,mixture
Kigoma,Kigoma,MWANDIGA,ward,mixture
Kigoma,Kigoma,NYAMUHOZA,ward,mixture
Kigoma,Kigoma,NYARUBANDA,ward,mixture
Kigoma,Kigoma,ZASHE,ward,mixture
Kigoma,Kigoma cbd,BUHANDA,ward,mixture
Kigoma,Kigoma cbd,BURONGE,ward,mixture
Kigoma,Kigoma cbd,BUSHABANI,ward,mixture
Kigoma,Kigoma cbd,BUTEKO,ward,mixture
Kigoma,Kigoma cbd,GUNGU,ward,mixture
Kigoma,Kigoma cbd,KASIMBU,ward,mixture
Kigoma,Kigoma cbd,KASINGIRIMA,ward,mixture
Kigoma,Kigoma cbd,KATUBUKA,ward,mixture
Kigoma,Kigoma cbd,KICHANGACHUI,ward,mixture
Kigoma,Kigoma cbd,KIGOMA,ward,mixture
Kigoma,Kigoma cbd,KIRUGU,ward,mixture
Kigoma,Kigoma cbd,KITONGONI,ward,mixture
Kigoma,Kigoma cbd,KITWE,ward,mixture
Kigoma,Kigoma cbd,MASANGA,ward,mixture
Kigoma,Kigoma cbd,MLOLE,ward,mixture
Kigoma,Kigoma cbd,MWANANCHI,ward,mixture
Kigoma,Kigoma cbd,RUBUGA,ward,mixture
Kigoma,Kigoma cbd,RUSIMBI,ward,mixture
Kigoma,Kigoma cbd,WAKULIMA,ward,mixture
Kigoma,Uvinza,BASANZA,ward,mixture
Kigoma,Uvinza,BUHINGU,ward,mixture
Kigoma,Uvinza,HEREMBE,ward,mixture
Kigoma,Uvinza,ILAGALA,ward,mixture
Kigoma,Uvinza,ITEBULA,ward,mixture
Kigoma,Uvinza,KALENGE,ward,mixture
Kigoma,Uvinza,KALYA,ward,mixture
Kigoma,Uvinza,KANDAGA,ward,mixture
Kigoma,Uvinza,LAGOSA,ward,mixture
Kigoma,Uvinza,LUGUFU BOYS,special,male
Kigoma,Uvinza,LUGUFU GIRLS,special,female
Kigoma,Uvinza,MAZUNGWE,ward,mixture
Kigoma,Uvinza,MGANZA,ward,mixture
Kigoma,Uvinza,MWAKIZEGA,ward,mixture
Kigoma,Uvinza,NGURUKA,ward,mixture
Kigoma,Uvinza,NYAMAGOMA,ward,mixture
Kigoma,Uvinza,RUCHUGI,ward,mixture
Kigoma,Uvinza,SUNUKA,ward,mixture
Kilimanjaro,Hai,BOMA,ward,mixture
Kilimanjaro,Hai,HAI DAY,ward,mixture
Kilimanjaro,Hai,HARAMBEE,ward,mixture
Kilimanjaro,Hai,KIA,ward,mixture
Kilimanjaro,Hai,KIKAFU,ward,mixture
Kilimanjaro,Hai,KISELU,ward,mixture
Kilimanjaro,Hai,KYUU,ward,mixture
Kilimanjaro,Hai,LEMIRA,ward,mixture
Kilimanjaro,Hai,LERAI,ward,mixture
Kilimanjaro,Hai,LONGOI,ward,mixture
Kilimanjaro,Hai,LUKANI,ward,mixture
Kilimanjaro,Hai,LYAMUNGO,ward,mixture
Kilimanjaro,Hai,LYASIKIKA,ward,mixture
Kilimanjaro,Hai,MACHAME GIRLS,special,female
Kilimanjaro,Hai,MAILISITA,ward,mixture
Kilimanjaro,Hai,MARIRE,ward,mixture
Kilimanjaro,Hai,MUKWASA,ward,mixture
Kilimanjaro,Hai,NEEMA,ward,mixture
Kilimanjaro,Hai,NGUNI,ward,mixture
Kilimanjaro,Hai,NKOKASHU,ward,mixture
Kilimanjaro,Hai,NKUU,ward,mixture
Kilimanjaro,Hai,NKWAMWASI,ward,mixture
Kilimanjaro,Hai,ROO,ward,mixture
Kilimanjaro,Hai,RUNDUGAI,ward,mixture
Kilimanjaro,Hai,SAWE,ward,mixture
Kilimanjaro,Hai,TUMO,ward,mixture
Kilimanjaro,Hai,TUMONA,ward,mixture
Kilimanjaro,Hai,UDORO,ward,mixture
Kilimanjaro,Hai,UDURU,ward,mixture
Kilimanjaro,Moshi,ASHIRA,ward,mixture
Kilimanjaro,Moshi,CYRIL CHAMI,ward,mixture
Kilimanjaro,Moshi,DARAJANI,ward,mixture
Kilimanjaro,Moshi,GHONA,ward,mixture
Kilimanjaro,Moshi,HIMO,ward,mixture
Kilimanjaro,Moshi,IFATI,ward,mixture
Kilimanjaro,Moshi,IWA,ward,mixture
Kilimanjaro,Moshi,KILIMANI,ward,mixture
Kilimanjaro,Moshi,KIMOCHI,ward,mixture
Kilimanjaro,Moshi,KINDI KATI,ward,mixture
Kilimanjaro,Moshi,KIRIMA,ward,mixture
Kilimanjaro,Moshi,KISAM,ward,mixture
Kilimanjaro,Moshi,KISARIKA,ward,mixture
Kilimanjaro,Moshi,KISULUNI,ward,mixture
Kilimanjaro,Moshi,KOKIRIE,ward,mixture
Kilimanjaro,Moshi,KOMAKYA,ward,mixture
Kilimanjaro,Moshi,LANGASANI,ward,mixture
Kilimanjaro,Moshi,LYAKIRIMU,ward,mixture
Kilimanjaro,Moshi,MABOGINI,ward,mixture
Kilimanjaro,Moshi,MAKOMU,ward,mixture
Kilimanjaro,Moshi,MAMBA DAY,ward,mixture
